age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
30.0,3,5,1,11,1,4,1,40.0,38,0
43.0,0,1,1,9,1,4,0,50.0,38,1
57.0,3,3,0,9,0,4,1,40.0,38,0
37.0,3,3,2,2,4,4,0,40.0,38,0
28.0,3,3,2,6,4,2,0,32.5,38,0
30.0,3,2,0,11,5,1,0,35.0,38,0
34.0,1,0,0,10,0,4,1,40.0,38,1
29.0,1,3,1,5,1,4,1,50.0,38,0
48.0,5,1,0,9,0,4,1,52.5,38,1
37.0,3,3,0,11,0,4,1,48.0,38,1
48.0,3,3,2,3,4,4,0,40.0,8,0
32.0,0,2,1,7,3,2,1,40.0,38,0
76.0,3,4,0,3,0,4,1,40.0,38,1
44.0,3,0,0,3,0,4,1,52.5,38,1
47.0,5,4,1,9,1,4,0,50.0,38,0
20.0,3,3,1,12,3,4,0,40.0,38,0
29.0,3,2,1,2,1,4,1,40.0,38,0
32.0,4,2,0,2,0,4,1,40.0,38,1
17.0,3,5,1,9,3,4,0,32.5,38,0
30.0,3,5,1,5,3,4,1,40.0,38,0
31.0,1,2,1,0,1,4,0,40.0,38,0
42.0,3,2,0,5,0,4,1,40.0,38,0
24.0,3,0,1,11,2,4,1,40.0,38,0
38.0,3,3,0,9,0,4,1,40.0,38,1
56.0,5,2,0,7,0,4,1,50.0,1,1
28.0,3,3,0,11,5,4,0,32.5,38,0
36.0,3,2,1,6,3,4,0,40.0,38,0
53.0,3,5,0,5,0,4,1,50.0,38,0
56.0,4,3,0,11,0,4,1,50.0,38,0
49.0,1,3,0,2,0,2,1,40.0,38,1
55.0,3,3,0,11,0,4,1,52.5,38,0
22.0,3,2,1,2,1,4,1,41.0,38,0
21.0,3,3,1,7,3,4,0,40.0,38,0
40.0,3,0,0,3,0,4,1,52.5,38,0
30.0,3,0,1,3,3,2,1,40.0,10,0
29.0,6,0,0,9,0,4,1,50.0,38,1
19.0,3,3,1,7,3,2,1,35.0,38,0
47.0,3,0,0,3,5,4,0,40.0,38,1
20.0,3,3,1,0,3,4,0,32.5,38,0
31.0,3,3,0,0,0,4,1,40.0,38,1
35.0,3,2,0,9,0,4,1,40.0,38,0
39.0,3,3,2,2,1,4,1,40.0,38,0
28.0,3,3,1,11,1,4,0,52.5,38,0
24.0,3,2,1,7,1,4,0,40.0,38,0
38.0,5,2,0,2,0,4,1,35.0,38,0
37.0,3,0,0,11,0,4,1,50.0,38,0
46.0,3,3,2,12,1,2,0,36.0,38,0
38.0,0,4,0,9,0,4,1,40.0,19,1
43.0,5,2,0,2,0,4,1,52.5,38,0
27.0,3,3,0,0,5,4,0,35.0,38,0
20.0,3,3,1,11,3,4,1,32.5,38,0
49.0,3,3,0,2,0,1,1,40.0,38,1
61.0,4,2,0,2,0,4,1,40.0,38,0
27.0,3,3,1,11,3,4,0,40.0,38,0
19.0,3,3,1,7,3,4,1,32.5,25,0
45.0,3,3,1,9,1,4,0,40.0,38,1
70.0,3,3,1,12,2,4,1,40.0,38,0
31.0,3,2,1,13,4,2,0,32.5,38,0
22.0,3,3,0,7,0,4,1,32.5,38,0
36.0,3,2,2,7,4,4,0,32.5,38,0
64.0,3,5,0,2,0,4,1,40.0,38,0
43.0,3,3,2,9,1,4,0,40.0,38,0
47.0,1,3,2,0,4,4,0,38.0,25,0
34.0,3,2,1,0,1,4,0,40.0,38,0
33.0,3,0,1,3,2,1,0,40.0,29,0
21.0,3,2,1,2,3,4,1,35.0,38,0
52.0,3,2,2,9,1,4,1,45.0,38,1
48.0,3,2,0,2,0,4,1,46.0,38,0
23.0,3,0,1,5,1,4,1,40.0,38,0
71.0,5,3,2,11,4,2,1,32.5,38,0
29.0,3,2,2,2,1,4,1,52.5,38,0
42.0,3,0,2,7,2,2,1,50.0,38,0
68.0,3,5,2,9,1,4,0,32.5,38,0
25.0,3,2,1,7,4,4,0,40.0,38,0
44.0,4,4,2,3,4,1,0,40.0,38,0
28.0,3,2,1,3,1,1,0,40.0,8,0
45.0,5,4,0,11,0,4,1,40.0,38,1
36.0,3,3,2,7,4,4,0,40.0,25,0
39.0,0,3,1,3,1,4,1,42.0,38,0
46.0,6,4,2,10,4,4,1,40.0,38,0
18.0,3,5,1,5,3,4,1,32.5,38,0
66.0,1,3,2,9,1,4,0,32.5,38,0
27.0,3,2,1,7,1,4,1,40.0,38,0
28.0,6,2,0,10,0,4,1,40.0,38,0
51.0,3,3,0,11,0,4,1,40.0,38,1
27.0,3,0,1,2,1,4,1,50.0,38,0
28.0,6,0,0,9,0,4,1,40.0,38,1
27.0,3,2,2,11,4,4,0,32.5,38,0
21.0,3,2,1,2,3,2,1,40.0,38,0
34.0,3,2,1,5,1,2,1,40.0,38,0
18.0,3,2,1,7,3,4,1,32.5,38,0
33.0,3,0,0,9,0,4,1,52.5,38,0
44.0,1,3,0,3,0,2,1,38.0,38,1
43.0,3,3,2,0,1,4,0,40.0,38,0
30.0,3,3,1,2,1,2,1,45.0,38,0
40.0,3,5,0,6,0,4,1,40.0,25,1
37.0,0,3,0,0,0,4,1,42.0,38,1
34.0,3,2,0,0,0,2,1,40.0,38,0
41.0,5,0,2,3,1,4,0,40.0,38,0
53.0,3,0,2,9,1,4,0,50.0,38,0
31.0,3,4,0,9,5,4,0,50.0,38,0
58.0,6,1,0,9,0,4,1,32.5,38,1
38.0,3,3,2,6,1,2,0,32.5,38,0
24.0,3,3,0,6,0,4,1,40.0,38,0
41.0,1,0,0,2,0,2,1,40.0,38,0
47.0,3,3,0,12,0,4,1,45.0,38,0
41.0,0,0,0,12,0,4,1,32.5,38,0
23.0,3,5,0,13,2,4,1,40.0,25,0
36.0,3,3,2,2,1,4,1,40.0,38,0
40.0,0,4,1,3,1,4,0,52.5,38,1
35.0,3,4,0,9,2,4,1,40.0,38,1
24.0,5,2,1,11,1,4,1,40.0,38,0
26.0,3,4,1,9,1,4,0,40.0,38,0
19.0,3,2,1,9,3,4,1,40.0,21,0
51.0,3,0,0,3,0,4,1,50.0,38,1
42.0,1,3,1,9,1,4,0,40.0,38,0
37.0,6,2,2,0,4,4,0,35.0,38,0
18.0,3,5,1,11,3,4,0,40.0,38,0
36.0,3,0,0,7,0,2,1,36.0,38,1
35.0,3,2,2,2,1,4,1,52.5,38,0
58.0,4,2,0,11,5,4,0,35.0,38,1
17.0,3,5,1,11,3,4,0,32.5,38,0
44.0,1,2,0,13,0,2,1,40.0,38,0
37.0,3,2,0,2,0,4,1,40.0,38,1
35.0,3,3,1,11,1,0,0,40.0,38,0
60.0,3,2,0,2,0,1,1,40.0,38,0
54.0,4,5,0,6,0,4,1,40.0,38,1
37.0,3,0,1,3,1,2,1,52.5,38,1
50.0,3,3,2,11,1,4,0,40.0,38,0
38.0,3,0,0,11,0,4,1,50.0,30,0
45.0,3,0,0,9,0,4,1,52.5,38,0
25.0,3,5,1,2,1,4,1,40.0,38,0
31.0,3,3,0,5,0,4,1,40.0,38,0
64.0,3,5,2,9,1,4,1,40.0,38,0
78.0,3,2,1,7,1,2,1,40.0,38,0
54.0,3,2,0,0,0,2,1,32.5,38,0
53.0,1,5,1,6,1,4,0,35.0,38,0
18.0,3,2,1,11,3,4,0,40.0,38,0
60.0,3,5,2,9,1,0,0,32.5,38,0
66.0,5,2,0,4,0,4,1,50.0,38,0
75.0,3,3,2,0,1,4,0,32.5,3,0
65.0,3,2,2,0,1,4,0,40.0,38,0
35.0,3,5,2,13,1,2,1,40.0,38,0
41.0,3,2,2,11,4,2,0,38.0,38,0
25.0,3,3,1,0,1,4,1,42.0,38,0
33.0,3,3,2,2,2,3,0,40.0,38,0
28.0,3,3,1,9,1,4,1,52.5,38,1
59.0,6,2,0,7,0,4,1,40.0,38,0
40.0,6,3,1,0,1,4,0,38.0,38,0
41.0,3,0,0,3,0,4,1,50.0,19,1
38.0,1,4,0,3,0,4,1,52.5,38,1
23.0,3,2,1,13,3,4,1,40.0,38,0
40.0,3,0,0,9,0,4,1,40.0,38,1
41.0,5,2,0,7,5,4,0,32.5,38,0
24.0,6,3,0,10,0,4,1,50.0,38,0
20.0,3,3,1,9,3,4,1,32.5,38,0
38.0,3,3,2,2,1,4,1,40.0,38,0
56.0,3,2,0,0,0,4,1,35.0,38,0
58.0,3,2,0,0,0,4,1,45.0,38,1
32.0,3,2,1,7,1,4,0,34.0,38,0
40.0,3,3,0,12,0,4,1,52.5,38,1
45.0,3,2,0,0,0,4,1,40.0,38,0
41.0,3,3,0,9,5,4,0,40.0,38,1
42.0,3,0,0,0,5,2,0,40.0,38,0
59.0,1,5,2,7,4,2,0,32.5,38,0
19.0,1,3,1,0,3,4,1,40.0,38,0
58.0,3,3,1,13,1,4,1,32.5,38,0
42.0,5,2,0,4,0,1,1,40.0,0,1
20.0,3,2,1,7,3,4,0,40.0,38,0
32.0,3,2,2,7,1,4,0,32.5,38,0
45.0,3,3,2,3,1,4,0,45.0,38,0
50.0,3,5,2,2,1,4,1,40.0,38,0
36.0,3,0,2,9,3,4,0,40.0,38,0
45.0,3,2,0,11,0,4,1,52.5,38,0
17.0,3,5,1,7,3,4,1,32.5,38,0
59.0,3,3,0,11,0,4,1,40.0,38,0
26.0,3,5,0,2,0,4,1,40.0,38,0
37.0,4,3,0,3,0,1,1,52.5,36,1
19.0,3,3,1,9,3,4,1,32.5,1,0
64.0,3,2,0,3,0,4,1,40.0,38,1
33.0,3,0,1,9,1,4,0,45.0,38,0
33.0,3,2,0,2,5,4,0,40.0,38,1
61.0,3,2,0,3,0,4,1,40.0,38,1
17.0,3,5,1,7,3,4,1,32.5,38,0
50.0,5,4,0,4,0,4,1,52.5,38,0
27.0,1,4,1,9,3,4,1,35.0,38,0
30.0,3,2,2,9,3,4,0,40.0,38,0
43.0,3,2,0,5,0,2,1,40.0,38,0
44.0,3,3,0,2,0,4,1,40.0,38,1
35.0,3,3,1,3,1,4,0,40.0,38,0
25.0,3,3,1,12,3,4,0,40.0,38,0
24.0,3,3,0,6,5,4,0,48.0,38,1
22.0,3,0,1,9,1,4,0,32.5,10,0
42.0,1,3,0,2,0,4,1,40.0,38,1
34.0,3,3,2,11,4,2,0,45.0,38,0
60.0,3,0,2,9,1,4,0,42.0,38,0
21.0,3,2,1,5,3,4,1,40.0,38,0
57.0,0,4,0,11,0,4,1,40.0,38,1
41.0,3,3,0,9,0,4,1,52.5,38,1
50.0,3,3,2,7,1,4,1,45.0,38,0
25.0,3,0,1,3,1,4,0,40.0,38,0
50.0,3,5,0,2,0,4,1,40.0,6,0
36.0,3,0,0,9,0,4,1,45.0,38,0
31.0,3,2,2,9,1,4,0,40.0,38,0
29.0,1,0,1,10,1,4,1,52.5,38,0
21.0,3,3,1,11,3,4,1,45.0,38,0
27.0,3,0,1,12,4,2,0,40.0,38,0
65.0,3,2,0,13,0,4,1,32.5,38,0
37.0,4,0,2,11,1,4,0,52.5,38,0
39.0,3,4,0,9,5,1,0,40.0,38,0
24.0,3,2,1,2,3,4,1,40.0,38,0
38.0,3,2,2,11,1,4,1,52.5,38,0
48.0,3,0,0,0,0,4,1,40.0,38,1
21.0,3,3,1,7,1,1,0,32.5,38,0
31.0,3,2,0,13,0,4,1,45.0,38,1
55.0,3,2,0,11,0,4,1,40.0,38,1
24.0,3,3,0,0,5,1,0,40.0,24,0
43.0,3,2,2,0,1,4,0,40.0,38,0
26.0,3,3,1,12,1,4,1,45.0,38,0
46.0,3,3,1,9,1,4,0,33.0,38,0
35.0,3,3,0,0,0,4,1,40.0,38,1
41.0,4,3,0,4,0,4,1,52.5,38,1
26.0,3,0,1,11,1,4,1,40.0,38,0
34.0,3,4,0,3,0,1,1,35.0,35,1
19.0,3,3,1,9,3,2,0,32.5,38,0
36.0,5,0,2,9,1,2,0,40.0,38,1
22.0,3,3,1,11,3,4,1,32.5,38,0
24.0,3,3,1,6,1,4,1,40.0,38,0
77.0,5,3,0,11,0,4,1,40.0,38,0
22.0,3,5,0,6,2,4,0,40.0,25,0
29.0,3,3,1,12,1,4,0,40.0,38,0
62.0,3,2,2,7,1,4,0,32.5,38,0
39.0,5,2,0,3,0,4,1,40.0,38,0
43.0,3,3,0,2,0,4,1,50.0,38,0
35.0,3,2,2,13,1,4,1,45.0,38,0
29.0,3,5,1,3,1,4,0,40.0,38,0
76.0,5,4,0,2,0,4,1,32.5,38,0
63.0,5,2,0,4,0,4,1,45.0,38,0
23.0,3,3,1,9,3,2,0,32.5,38,0
43.0,3,3,0,9,5,4,0,50.0,38,1
58.0,5,2,0,5,0,4,1,40.0,38,0
66.0,3,2,1,13,1,4,1,52.5,38,0
41.0,3,3,1,2,1,2,1,45.0,38,0
26.0,3,0,1,0,1,4,1,40.0,38,0
47.0,3,3,1,7,1,4,1,40.0,38,0
55.0,1,5,0,0,0,4,1,40.0,38,0
53.0,3,2,0,13,0,4,1,40.0,38,0
17.0,3,5,1,7,2,4,1,48.0,25,0
30.0,3,2,1,2,2,4,1,40.0,38,0
49.0,3,4,1,9,1,4,1,52.5,38,0
19.0,3,2,1,11,4,2,1,32.5,13,0
45.0,3,2,0,7,0,2,1,40.0,38,0
26.0,3,3,1,11,1,4,1,40.0,38,0
38.0,3,3,0,2,0,4,1,40.0,38,1
36.0,6,2,0,10,0,4,1,40.0,38,1
33.0,3,2,1,4,1,4,1,32.5,38,0
22.0,6,3,1,10,3,2,0,40.0,38,0
43.0,5,0,1,11,1,4,1,42.0,38,0
67.0,3,5,0,9,0,4,1,32.5,38,0
30.0,3,3,2,9,4,4,0,40.0,38,0
56.0,3,3,2,7,1,4,1,32.5,19,0
31.0,3,0,1,9,3,4,1,32.5,38,0
33.0,3,0,0,3,0,4,1,40.0,38,1
26.0,3,2,0,7,0,4,1,40.0,38,0
46.0,1,5,0,13,0,4,1,32.5,38,0
59.0,3,0,0,9,0,4,1,40.0,38,1
38.0,0,2,0,0,0,4,1,40.0,38,1
65.0,3,5,2,7,4,3,1,40.0,38,0
40.0,3,3,0,12,0,4,1,40.0,38,1
42.0,3,2,0,0,5,4,0,35.0,38,0
26.0,5,5,0,2,0,4,1,40.0,31,0
36.0,3,5,0,7,5,4,0,32.5,38,0
62.0,3,4,0,9,0,4,1,40.0,38,1
43.0,3,0,0,13,0,4,1,45.0,38,0
43.0,3,0,2,3,1,4,1,45.0,38,1
22.0,3,2,2,11,1,4,1,52.5,38,0
28.0,3,2,0,2,0,4,1,40.0,38,0
56.0,5,3,0,11,0,4,1,45.0,38,0
22.0,3,3,1,11,1,4,0,32.5,38,0
57.0,3,0,2,3,1,4,0,45.0,38,1
39.0,3,2,2,11,4,4,0,40.0,38,0
26.0,0,3,1,0,4,4,0,32.5,38,0
17.0,3,5,1,7,3,4,1,32.5,38,0
40.0,6,3,0,6,0,4,1,38.0,38,1
45.0,3,2,0,6,0,2,1,40.0,38,0
44.0,3,2,1,2,1,2,1,40.0,38,0
20.0,1,3,1,0,3,4,0,32.5,38,0
33.0,3,2,0,2,5,4,0,40.0,38,0
23.0,3,3,1,11,1,4,1,40.0,38,0
46.0,5,4,2,3,1,4,1,32.5,38,0
38.0,3,2,0,11,0,4,1,50.0,38,0
54.0,3,2,2,13,1,4,1,40.0,38,0
46.0,3,5,2,2,1,4,0,45.0,38,0
25.0,3,3,0,2,0,4,1,40.0,38,0
46.0,3,3,2,11,1,4,0,40.0,38,0
36.0,1,3,0,13,5,4,0,40.0,38,0
23.0,3,2,1,7,1,4,0,32.5,38,0
29.0,3,2,2,6,1,4,1,40.0,38,0
44.0,3,3,0,0,5,4,0,32.5,38,1
19.0,3,3,1,0,3,4,0,32.5,38,0
19.0,3,2,1,7,2,4,0,40.0,38,0
35.0,3,2,0,7,5,4,0,40.0,38,1
46.0,5,3,2,2,1,4,1,40.0,38,0
34.0,6,0,0,3,0,4,1,45.0,38,1
34.0,3,2,1,7,1,4,0,35.0,38,0
44.0,3,3,0,12,0,4,1,40.0,38,0
45.0,3,3,2,5,4,4,0,40.0,38,0
20.0,3,2,1,9,2,4,0,35.0,38,0
25.0,3,0,0,3,0,4,1,52.5,38,1
52.0,4,0,0,3,0,4,1,50.0,38,1
20.0,3,3,1,5,3,4,1,40.0,38,0
28.0,3,3,1,7,1,4,0,40.0,38,0
50.0,6,0,0,10,0,4,1,40.0,38,1
34.0,3,3,2,12,1,4,0,52.5,38,0
28.0,3,5,0,5,0,3,1,40.0,32,0
41.0,3,4,0,3,0,4,1,52.5,38,1
28.0,3,2,0,0,0,4,1,40.0,38,0
46.0,5,2,0,2,0,4,1,32.5,38,0
28.0,3,3,0,9,5,4,0,40.0,38,1
32.0,3,3,0,3,0,4,1,50.0,38,0
41.0,1,3,2,7,1,2,0,32.5,38,0
24.0,3,2,1,5,4,2,0,40.0,38,0
33.0,3,3,2,3,4,4,0,40.0,38,0
46.0,3,1,0,3,0,4,1,52.5,38,1
31.0,6,3,0,6,0,4,1,40.0,38,0
35.0,3,5,2,2,1,4,1,50.0,38,1
52.0,3,5,0,6,0,4,1,40.0,25,0
30.0,3,5,1,7,3,4,0,32.5,38,0
34.0,1,5,2,6,1,2,1,40.0,38,0
34.0,6,2,2,13,4,4,0,40.0,38,0
20.0,3,3,0,11,0,4,1,32.5,38,0
17.0,3,5,1,5,3,4,1,32.5,38,0
32.0,6,0,0,3,5,4,0,40.0,38,1
29.0,3,2,2,4,1,4,1,40.0,38,0
33.0,3,5,1,2,4,4,0,35.0,38,0
25.0,3,2,0,13,0,4,1,52.5,38,0
36.0,0,4,1,9,1,4,1,40.0,38,0
23.0,3,2,1,5,1,4,1,52.5,5,0
63.0,4,2,0,3,0,4,1,40.0,38,1
47.0,1,4,0,9,0,4,1,40.0,38,0
78.0,3,2,2,9,1,4,1,32.5,38,0
17.0,3,5,1,9,3,4,1,40.0,38,0
40.0,5,0,2,9,1,4,0,40.0,38,0
30.0,3,3,0,7,5,4,0,32.5,38,1
27.0,3,3,1,2,3,1,1,40.0,29,0
33.0,3,4,0,9,0,4,1,50.0,38,1
34.0,1,2,1,4,1,2,1,52.5,38,0
34.0,1,3,1,10,1,4,0,40.0,38,0
23.0,3,3,0,0,0,4,1,40.0,38,0
42.0,1,3,0,0,5,4,0,40.0,38,0
29.0,3,0,1,9,1,4,1,40.0,38,0
45.0,3,2,2,0,1,4,0,32.5,38,0
24.0,0,2,1,1,3,4,1,40.0,38,0
44.0,3,3,0,9,0,4,1,40.0,38,1
27.0,3,5,1,2,2,4,1,40.0,25,0
20.0,3,3,1,11,1,4,1,35.0,38,0
44.0,3,2,2,3,4,2,0,40.0,38,0
51.0,3,2,0,2,0,0,1,40.0,38,0
20.0,3,2,0,6,0,4,1,40.0,38,0
17.0,3,5,1,9,3,4,0,32.5,38,0
19.0,3,2,1,6,3,2,0,40.0,38,0
45.0,4,3,0,2,0,4,1,52.5,38,1
60.0,3,2,0,2,0,4,1,40.0,38,1
42.0,3,3,0,3,0,2,1,40.0,38,1
44.0,5,2,0,11,5,4,0,40.0,38,1
40.0,3,3,0,6,0,1,1,40.0,38,1
30.0,3,2,0,3,5,4,0,40.0,38,0
38.0,3,3,0,13,0,2,1,50.0,38,0
23.0,3,2,0,13,0,4,1,52.5,38,0
32.0,3,3,0,9,0,4,1,40.0,38,0
44.0,3,3,1,4,3,4,1,40.0,38,0
54.0,1,2,0,13,0,2,1,40.0,38,0
32.0,3,0,0,9,0,4,1,50.0,38,0
50.0,3,5,2,2,4,4,1,40.0,38,0
24.0,3,0,1,12,1,4,0,32.5,38,0
37.0,3,2,0,0,5,4,0,52.5,38,0
52.0,3,2,2,13,4,4,1,40.0,38,0
38.0,3,3,0,13,0,4,1,40.0,38,0
49.0,3,4,0,3,0,4,1,45.0,38,1
30.0,3,0,0,12,5,4,0,32.5,38,1
60.0,3,3,1,9,4,4,1,40.0,38,1
22.0,3,3,1,9,3,4,1,40.0,38,0
35.0,3,2,1,2,1,4,1,40.0,38,0
30.0,3,2,1,13,1,4,1,52.5,38,0
67.0,3,3,2,7,1,4,0,32.5,38,0
46.0,3,0,1,2,1,4,0,40.0,38,0
17.0,3,5,1,7,1,4,1,32.5,38,0
22.0,3,3,1,5,3,4,1,32.5,38,0
27.0,3,5,1,7,1,4,1,40.0,38,0
23.0,3,2,1,7,4,4,0,35.0,38,0
33.0,3,3,0,2,0,4,1,45.0,31,0
43.0,5,3,0,2,0,4,1,32.5,38,0
28.0,6,0,1,9,1,4,1,32.5,38,0
41.0,3,2,2,2,4,4,0,40.0,38,0
52.0,3,5,1,9,2,2,1,40.0,38,0
25.0,3,3,2,0,3,2,0,32.5,38,0
63.0,3,5,0,9,0,4,1,35.0,38,0
59.0,1,2,0,13,0,4,1,45.0,38,0
45.0,1,0,2,9,4,4,0,40.0,38,0
38.0,3,0,0,11,0,4,1,52.5,38,1
40.0,3,2,1,7,1,4,0,35.0,38,0
46.0,0,2,2,0,1,4,1,40.0,38,0
35.0,3,3,1,3,1,4,0,52.5,38,0
34.0,3,2,2,9,4,4,0,32.5,38,0
33.0,3,0,1,2,3,4,1,32.5,38,0
41.0,3,2,2,0,4,4,0,36.0,38,0
20.0,3,3,1,6,3,4,1,40.0,38,0
23.0,3,5,1,7,3,4,1,40.0,7,0
26.0,3,3,1,9,1,4,0,35.0,38,0
72.0,3,2,0,9,0,4,1,32.5,38,0
23.0,1,2,1,4,1,4,1,40.0,30,0
62.0,1,2,0,13,0,4,1,40.0,38,0
52.0,3,3,0,0,0,4,1,40.0,38,0
58.0,3,3,2,7,4,4,0,42.0,9,0
25.0,3,0,1,11,1,4,0,40.0,38,0
24.0,3,0,1,3,1,2,1,40.0,38,0
19.0,3,3,1,10,3,4,1,32.5,38,0
43.0,3,3,0,3,0,4,1,40.0,38,0
47.0,1,2,2,0,4,2,0,40.0,38,0
39.0,3,2,2,7,4,4,0,40.0,38,0
49.0,3,3,2,5,4,4,1,42.0,38,0
53.0,3,5,2,9,4,2,0,32.5,38,0
32.0,3,3,1,2,1,4,1,45.0,38,0
34.0,3,3,0,9,0,4,1,50.0,38,1
28.0,3,2,2,2,1,4,1,45.0,38,0
57.0,3,3,2,9,4,4,0,38.0,38,0
25.0,3,3,1,0,1,0,0,32.5,38,0
20.0,3,3,1,9,3,4,1,32.5,38,0
21.0,3,3,1,9,4,4,0,35.0,38,0
34.0,3,0,0,9,0,4,1,50.0,38,1
38.0,4,0,0,3,0,4,1,52.5,38,1
50.0,3,2,0,3,0,4,1,50.0,38,1
24.0,1,3,2,5,1,2,1,50.0,38,0
37.0,1,3,0,12,0,4,1,45.0,38,1
44.0,3,3,2,6,4,4,1,52.5,38,1
28.0,3,3,0,11,5,4,0,40.0,38,0
42.0,3,0,0,3,0,4,1,40.0,38,1
74.0,3,3,2,0,1,4,0,32.5,38,0
38.0,5,2,0,2,0,4,1,50.0,38,0
44.0,5,4,0,9,0,4,1,40.0,38,0
44.0,3,5,2,6,4,3,0,46.0,32,0
26.0,3,2,1,6,1,4,1,40.0,38,0
36.0,3,2,0,7,0,2,1,40.0,38,0
41.0,3,3,0,3,5,4,0,50.0,38,1
67.0,3,3,0,9,0,4,1,48.0,38,1
39.0,1,5,0,12,0,4,1,50.0,38,0
57.0,3,5,2,8,1,2,0,32.5,38,0
